Accident_ID,Date_Time,Location,Weather_Condition,Road_Condition,Vehicle_Type,Accident_Severity,Number_of_Vehicles,Casualties,Traffic_Density
87622f8a,2024-01-12 11:00:00,Downtown,Snow,Dry,Car,Severe,4,1,High
ae1e79e5,2024-01-12 12:00:00,Highway,Rain,Icy,Car,Severe,3,3,Low
82642545,2024-01-12 13:00:00,Industrial Area,Snow,Icy,Bicycle,Severe,3,1,High
f22f5c53,2024-01-12 14:00:00,Highway,Clear,Dry,Bus,Moderate,4,8,High
2b306887,2024-01-12 15:00:00,Downtown,Storm,Icy,Truck,Fatal,2,2,Moderate
8aff5185,2024-01-12 16:00:00,Downtown,Rain,Icy,Car,Fatal,3,2,Moderate
79787247,2024-01-12 17:00:00,Residential Zone,Storm,Icy,Motorcycle,Minor,1,5,Moderate
81500e5b,2024-01-12 18:00:00,Downtown,Storm,Dry,Bus,Minor,2,4,Moderate
28814bc1,2024-01-12 19:00:00,Downtown,Fog,Under Construction,Bicycle,Minor,3,8,Low
e4c3d6a6,2024-01-12 20:00:00,Downtown,Clear,Wet,Motorcycle,Minor,2,5,Low
c01a630d,2024-01-12 21:00:00,Downtown,Fog,Under Construction,Car,Minor,3,6,Moderate
8f4d67a3,2024-01-12 22:00:00,Downtown,Rain,Wet,Bicycle,Moderate,2,0,High
135b0438,2024-01-12 23:00:00,Industrial Area,Fog,Wet,Motorcycle,Moderate,4,5,Low
1e9f49af,2024-01-13 00:00:00,Suburbs,Clear,Under Construction,Motorcycle,Fatal,2,6,High
5175a664,2024-01-13 01:00:00,Downtown,Snow,Dry,Bicycle,Moderate,1,0,High
0b5e0b99,2024-01-13 02:00:00,Suburbs,Clear,Wet,Bus,Minor,4,6,Low
fa30befe,2024-01-13 03:00:00,Suburbs,Snow,Icy,Motorcycle,Fatal,3,1,High
9bab536b,2024-01-13 04:00:00,Industrial Area,Rain,Icy,Car,Severe,2,0,High
10376db8,2024-01-13 05:00:00,Industrial Area,Clear,Wet,Motorcycle,Fatal,3,3,Low
abc39a71,2024-01-13 06:00:00,Highway,Storm,Under Construction,Bus,Fatal,4,2,Moderate
532fb1d0,2024-01-13 07:00:00,Downtown,Fog,Under Construction,Motorcycle,Moderate,4,8,High
7d8f937f,2024-01-13 08:00:00,Suburbs,Clear,Icy,Bicycle,Fatal,1,0,Moderate
37182799,2024-01-13 09:00:00,Industrial Area,Snow,Under Construction,Truck,Fatal,3,2,Moderate
5b03ca11,2024-01-13 10:00:00,Industrial Area,Storm,Under Construction,Motorcycle,Minor,1,5,Low
f974c206,2024-01-13 11:00:00,Highway,Clear,Dry,Motorcycle,Severe,3,1,Moderate
8f65c3e9,2024-01-13 12:00:00,Highway,Snow,Icy,Truck,Severe,1,2,High
c069ca86,2024-01-13 13:00:00,Industrial Area,Storm,Under Construction,Bicycle,Severe,3,7,Moderate
db2d8004,2024-01-13 14:00:00,Suburbs,Clear,Icy,Truck,Severe,1,0,High
1b9d0c32,2024-01-13 15:00:00,Industrial Area,Snow,Icy,Bicycle,Fatal,3,6,High
4a725a84,2024-01-13 16:00:00,Highway,Storm,Wet,Bus,Moderate,1,6,Moderate
355754ed,2024-01-13 17:00:00,Suburbs,Storm,Icy,Bus,Fatal,1,3,High
f44d0e62,2024-01-13 18:00:00,Highway,Snow,Dry,Bicycle,Severe,4,3,High
00222fc6,2024-01-13 19:00:00,Highway,Fog,Wet,Motorcycle,Moderate,1,9,Low
46be63be,2024-01-13 20:00:00,Industrial Area,Clear,Icy,Truck,Moderate,3,5,Moderate
d7737b6e,2024-01-13 21:00:00,Suburbs,Snow,Under Construction,Car,Severe,2,1,High
e69922fb,2024-01-13 22:00:00,Industrial Area,Storm,Under Construction,Truck,Severe,4,0,High
1a21760f,2024-01-13 23:00:00,Suburbs,Clear,Icy,Bicycle,Fatal,4,3,Low
80e9d76d,2024-01-14 00:00:00,Highway,Storm,Dry,Bus,Severe,2,8,Low
353bcddd,2024-01-14 01:00:00,Industrial Area,Fog,Icy,Motorcycle,Moderate,1,0,High
0eace5d7,2024-01-14 02:00:00,Suburbs,Rain,Under Construction,Bicycle,Minor,2,1,Moderate
4efc21c9,2024-01-14 03:00:00,Suburbs,Storm,Wet,Motorcycle,Fatal,1,2,Moderate
e1d5c707,2024-01-14 04:00:00,Highway,Fog,Under Construction,Truck,Minor,3,6,Moderate
267431fc,2024-01-14 05:00:00,Suburbs,Snow,Dry,Motorcycle,Fatal,2,0,High
17c8816b,2024-01-14 06:00:00,Industrial Area,Fog,Wet,Bicycle,Fatal,4,6,Moderate
d87c5e64,2024-01-14 07:00:00,Residential Zone,Clear,Under Construction,Bus,Moderate,3,5,High
bcd82cc6,2024-01-14 08:00:00,Downtown,Rain,Under Construction,Bicycle,Minor,3,2,High
e8bba613,2024-01-14 09:00:00,Industrial Area,Fog,Dry,Motorcycle,Severe,2,9,Moderate
80f22717,2024-01-14 10:00:00,Highway,Snow,Dry,Car,Severe,1,2,High
281296cc,2024-01-14 11:00:00,Highway,Snow,Dry,Motorcycle,Severe,1,7,High
7140d61c,2024-01-14 12:00:00,Downtown,Rain,Dry,Truck,Severe,2,8,Moderate
8f97a675,2024-01-14 13:00:00,Residential Zone,Snow,Wet,Bicycle,Moderate,1,3,Moderate
907f7a2d,2024-01-14 14:00:00,Highway,Clear,Icy,Truck,Minor,1,6,Moderate
ae4d3984,2024-01-14 15:00:00,Residential Zone,Snow,Wet,Car,Severe,2,5,Low
52ffdbfd,2024-01-14 16:00:00,Suburbs,Clear,Under Construction,Truck,Moderate,1,2,Low
33286bf9,2024-01-14 17:00:00,Residential Zone,Clear,Dry,Bicycle,Fatal,1,1,Moderate
ec4bc940,2024-01-14 18:00:00,Suburbs,Snow,Dry,Car,Fatal,3,1,Moderate
1a0c7dd2,2024-01-14 19:00:00,Industrial Area,Clear,Dry,Motorcycle,Severe,3,4,Moderate
88550540,2024-01-14 20:00:00,Highway,Snow,Dry,Bus,Fatal,4,1,Moderate
ec88ae4e,2024-01-14 21:00:00,Highway,Clear,Under Construction,Bus,Minor,4,6,Moderate
4f9b4431,2024-01-14 22:00:00,Industrial Area,Rain,Dry,Car,Severe,4,0,High
9d484838,2024-01-14 23:00:00,Highway,Fog,Wet,Bicycle,Fatal,1,9,Moderate
f46bb4e0,2024-01-15 00:00:00,Highway,Storm,Under Construction,Bus,Fatal,1,0,High
4d8c9099,2024-01-15 01:00:00,Residential Zone,Rain,Dry,Car,Moderate,2,8,Low
51b3781c,2024-01-15 02:00:00,Industrial Area,Rain,Dry,Bicycle,Severe,2,9,High
90e875ce,2024-01-15 03:00:00,Suburbs,Snow,Icy,Motorcycle,Fatal,4,6,Low
c1f2faf2,2024-01-15 04:00:00,Highway,Rain,Dry,Car,Minor,4,8,Low
7bb48df3,2024-01-15 05:00:00,Residential Zone,Storm,Dry,Bus,Fatal,1,9,Low
1d296ebf,2024-01-15 06:00:00,Suburbs,Fog,Icy,Truck,Moderate,2,6,Low
3af04a5b,2024-01-15 07:00:00,Highway,Clear,Dry,Truck,Fatal,4,6,High
ed8c910a,2024-01-15 08:00:00,Downtown,Snow,Wet,Car,Minor,3,3,Low
47a406d1,2024-01-15 09:00:00,Suburbs,Clear,Under Construction,Truck,Severe,1,3,Low
dd8fff08,2024-01-15 10:00:00,Industrial Area,Rain,Dry,Car,Fatal,3,4,Low
e50a40ed,2024-01-15 11:00:00,Residential Zone,Rain,Icy,Car,Minor,3,1,Low
a3ba49ce,2024-01-15 12:00:00,Industrial Area,Snow,Wet,Motorcycle,Severe,2,5,Moderate
af577187,2024-01-15 13:00:00,Residential Zone,Rain,Under Construction,Bus,Moderate,2,7,Moderate
bf3731ea,2024-01-15 14:00:00,Downtown,Fog,Under Construction,Truck,Moderate,3,1,High
7e087682,2024-01-15 15:00:00,Suburbs,Clear,Dry,Car,Minor,4,9,High
8e2b53c0,2024-01-15 16:00:00,Downtown,Snow,Dry,Truck,Fatal,3,6,Moderate
41e928b4,2024-01-15 17:00:00,Highway,Clear,Wet,Motorcycle,Moderate,4,7,Low
37e65162,2024-01-15 18:00:00,Suburbs,Rain,Wet,Motorcycle,Fatal,4,5,Moderate
fbeef130,2024-01-15 19:00:00,Industrial Area,Fog,Dry,Car,Fatal,1,6,High
db507a9c,2024-01-15 20:00:00,Highway,Clear,Dry,Motorcycle,Severe,1,6,High
b3d543d9,2024-01-15 21:00:00,Downtown,Clear,Under Construction,Bicycle,Fatal,4,9,High
6b417efc,2024-01-15 22:00:00,Highway,Fog,Icy,Truck,Moderate,4,8,Moderate
80d01c6c,2024-01-15 23:00:00,Industrial Area,Snow,Dry,Bicycle,Moderate,2,7,Low
33e75b20,2024-01-16 00:00:00,Downtown,Storm,Under Construction,Truck,Minor,1,4,Moderate
2e374e14,2024-01-16 01:00:00,Suburbs,Fog,Under Construction,Car,Moderate,3,3,Low
f99431a6,2024-01-16 02:00:00,Residential Zone,Rain,Wet,Car,Severe,2,9,Low
d3bcda8a,2024-01-16 03:00:00,Downtown,Rain,Wet,Motorcycle,Severe,3,2,Moderate
a8d2c327,2024-01-16 04:00:00,Highway,Snow,Under Construction,Bicycle,Moderate,3,9,Low
67888ac4,2024-01-16 05:00:00,Industrial Area,Clear,Icy,Car,Fatal,4,4,High
f0ae97c9,2024-01-16 06:00:00,Downtown,Clear,Icy,Motorcycle,Minor,4,4,Low
42fbfd27,2024-01-16 07:00:00,Highway,Storm,Under Construction,Bus,Severe,3,3,Low
1cac628d,2024-01-16 08:00:00,Highway,Clear,Icy,Truck,Severe,1,6,Moderate
ea683145,2024-01-16 09:00:00,Suburbs,Fog,Wet,Motorcycle,Severe,1,0,Moderate
fd4e3b74,2024-01-16 10:00:00,Industrial Area,Clear,Under Construction,Car,Severe,2,4,Moderate
06eadfef,2024-01-16 11:00:00,Suburbs,Fog,Under Construction,Motorcycle,Moderate,3,1,Moderate
eab3a2c1,2024-01-16 12:00:00,Industrial Area,Fog,Under Construction,Bus,Severe,3,8,Low
a8744610,2024-01-16 13:00:00,Residential Zone,Storm,Icy,Truck,Minor,1,0,High
946a8a84,2024-01-16 14:00:00,Downtown,Snow,Under Construction,Bus,Minor,3,3,Low
4525b983,2024-01-16 15:00:00,Residential Zone,Clear,Dry,Bus,Fatal,1,2,High
e1310d2c,2024-01-16 16:00:00,Industrial Area,Clear,Wet,Bicycle,Fatal,4,6,Moderate
5e66f8be,2024-01-16 17:00:00,Highway,Storm,Wet,Motorcycle,Fatal,2,1,Moderate
fbf08811,2024-01-16 18:00:00,Suburbs,Storm,Icy,Bus,Fatal,3,5,High
2a561dd8,2024-01-16 19:00:00,Downtown,Clear,Dry,Motorcycle,Severe,3,0,High
9d788ca8,2024-01-16 20:00:00,Downtown,Clear,Under Construction,Car,Minor,1,0,High
a32b1e0c,2024-01-16 21:00:00,Highway,Rain,Under Construction,Motorcycle,Severe,1,8,Low
c16c3dcb,2024-01-16 22:00:00,Industrial Area,Storm,Under Construction,Motorcycle,Severe,1,3,High
f8c405a3,2024-01-16 23:00:00,Residential Zone,Fog,Icy,Motorcycle,Minor,4,0,Moderate
cf612010,2024-01-17 00:00:00,Residential Zone,Fog,Icy,Car,Severe,4,1,Low
f039b174,2024-01-17 01:00:00,Downtown,Snow,Under Construction,Bus,Severe,4,1,Low
4ad870de,2024-01-17 02:00:00,Residential Zone,Storm,Wet,Car,Severe,2,6,Low
5552a2a6,2024-01-17 03:00:00,Industrial Area,Clear,Dry,Bus,Fatal,4,6,High
434966ad,2024-01-17 04:00:00,Suburbs,Fog,Wet,Truck,Moderate,4,5,Moderate
8f7fb48e,2024-01-17 05:00:00,Downtown,Snow,Wet,Car,Severe,4,4,Low
c79fbe1c,2024-01-17 06:00:00,Residential Zone,Fog,Wet,Car,Fatal,2,9,High
e319d7b1,2024-01-17 07:00:00,Industrial Area,Rain,Dry,Motorcycle,Minor,4,5,Moderate
659c4a70,2024-01-17 08:00:00,Highway,Snow,Icy,Motorcycle,Moderate,1,9,High
f1823619,2024-01-17 09:00:00,Industrial Area,Storm,Icy,Bus,Fatal,2,7,High
9a2e4afe,2024-01-17 10:00:00,Residential Zone,Rain,Dry,Truck,Minor,1,7,Low
8d21fe6d,2024-01-17 11:00:00,Suburbs,Snow,Icy,Truck,Fatal,2,1,Low
ea90ec94,2024-01-17 12:00:00,Highway,Storm,Under Construction,Truck,Fatal,2,4,Moderate
a91efb6d,2024-01-17 13:00:00,Residential Zone,Rain,Dry,Car,Fatal,1,5,Moderate
625f5ea1,2024-01-17 14:00:00,Industrial Area,Clear,Icy,Bus,Minor,2,9,High
05b76825,2024-01-17 15:00:00,Suburbs,Storm,Wet,Bus,Moderate,2,1,Low
cde5395b,2024-01-17 16:00:00,Downtown,Storm,Dry,Truck,Minor,4,6,Low
9cf47637,2024-01-17 17:00:00,Industrial Area,Fog,Icy,Car,Moderate,2,6,High
1718dda9,2024-01-17 18:00:00,Highway,Snow,Icy,Car,Minor,1,9,Low
1bad1b62,2024-01-17 19:00:00,Suburbs,Clear,Under Construction,Motorcycle,Fatal,3,0,Low
91047e52,2024-01-17 20:00:00,Highway,Snow,Wet,Car,Minor,1,2,Low
15c54c43,2024-01-17 21:00:00,Downtown,Clear,Wet,Car,Fatal,4,2,High
170f71c6,2024-01-17 22:00:00,Downtown,Storm,Icy,Motorcycle,Fatal,4,7,High
947c2b10,2024-01-17 23:00:00,Residential Zone,Snow,Icy,Bicycle,Minor,1,6,High
4d16ec88,2024-01-18 00:00:00,Industrial Area,Storm,Dry,Truck,Moderate,4,9,Low
b8b60f15,2024-01-18 01:00:00,Downtown,Snow,Wet,Bus,Minor,2,7,High
66f01e5d,2024-01-18 02:00:00,Residential Zone,Snow,Icy,Bicycle,Minor,1,2,Moderate
9611ad4f,2024-01-18 03:00:00,Suburbs,Storm,Wet,Bus,Minor,1,9,High
0272eac9,2024-01-18 04:00:00,Residential Zone,Snow,Dry,Car,Moderate,4,7,High
7abccbfe,2024-01-18 05:00:00,Highway,Storm,Icy,Motorcycle,Minor,4,5,High
ad1140b8,2024-01-18 06:00:00,Residential Zone,Fog,Icy,Bus,Moderate,3,7,Low
008002f1,2024-01-18 07:00:00,Suburbs,Storm,Under Construction,Truck,Minor,4,7,Low
1151d1c6,2024-01-18 08:00:00,Highway,Rain,Wet,Car,Fatal,3,6,Moderate
5030958d,2024-01-18 09:00:00,Industrial Area,Fog,Dry,Bus,Minor,3,7,Moderate
fd976da6,2024-01-18 10:00:00,Industrial Area,Rain,Dry,Bus,Minor,1,0,High
dc9c7a69,2024-01-18 11:00:00,Highway,Rain,Dry,Car,Moderate,3,8,Low
6bdbbdaa,2024-01-18 12:00:00,Suburbs,Rain,Icy,Motorcycle,Fatal,3,4,High
8ec5fb76,2024-01-18 13:00:00,Downtown,Snow,Dry,Bicycle,Severe,1,4,High
d83c1094,2024-01-18 14:00:00,Highway,Clear,Icy,Truck,Minor,2,9,Moderate
b28c1f26,2024-01-18 15:00:00,Downtown,Clear,Icy,Bus,Fatal,2,6,Moderate
7f3d7496,2024-01-18 16:00:00,Suburbs,Clear,Wet,Bus,Fatal,2,6,Moderate
ed87c1e2,2024-01-18 17:00:00,Residential Zone,Fog,Under Construction,Bus,Fatal,2,7,High
d1435172,2024-01-18 18:00:00,Suburbs,Snow,Icy,Truck,Minor,3,6,Low
c660eae0,2024-01-18 19:00:00,Suburbs,Snow,Icy,Car,Minor,2,7,Moderate
5696d87c,2024-01-18 20:00:00,Highway,Rain,Icy,Bus,Moderate,4,4,High
506eb1ce,2024-01-18 21:00:00,Highway,Clear,Wet,Truck,Severe,3,4,Moderate
9371cfb7,2024-01-18 22:00:00,Suburbs,Storm,Dry,Truck,Fatal,2,7,High
e451c55b,2024-01-18 23:00:00,Industrial Area,Clear,Icy,Bicycle,Minor,4,0,Low
412a96a4,2024-01-19 00:00:00,Residential Zone,Snow,Dry,Bicycle,Moderate,2,1,High
7993922d,2024-01-19 01:00:00,Industrial Area,Snow,Icy,Bicycle,Moderate,4,7,Low
3d8eeea2,2024-01-19 02:00:00,Highway,Clear,Icy,Bus,Severe,2,9,High
06746d22,2024-01-19 03:00:00,Residential Zone,Fog,Wet,Motorcycle,Minor,1,3,Low
4a5b59d8,2024-01-19 04:00:00,Industrial Area,Snow,Under Construction,Car,Fatal,4,9,High
5514560b,2024-01-19 05:00:00,Highway,Snow,Under Construction,Bicycle,Moderate,1,8,High
13ea22cc,2024-01-19 06:00:00,Residential Zone,Rain,Under Construction,Bicycle,Severe,3,8,High
242a6dee,2024-01-19 07:00:00,Downtown,Fog,Under Construction,Motorcycle,Fatal,3,4,High
4e4f55b1,2024-01-19 08:00:00,Suburbs,Clear,Wet,Motorcycle,Fatal,2,3,Moderate
c3cbe755,2024-01-19 09:00:00,Industrial Area,Clear,Wet,Car,Severe,3,8,Moderate
47bebca6,2024-01-19 10:00:00,Residential Zone,Clear,Icy,Car,Minor,4,5,Low
db18130a,2024-01-19 11:00:00,Suburbs,Rain,Dry,Motorcycle,Severe,3,9,High
1f3bf4db,2024-01-19 12:00:00,Residential Zone,Storm,Under Construction,Motorcycle,Moderate,1,6,Moderate
f06485ee,2024-01-19 13:00:00,Downtown,Rain,Under Construction,Bicycle,Fatal,3,8,High
bd572afc,2024-01-19 14:00:00,Suburbs,Snow,Dry,Bicycle,Severe,2,9,Moderate
16b3d5a5,2024-01-19 15:00:00,Suburbs,Fog,Wet,Bicycle,Moderate,4,7,Low
2feb0886,2024-01-19 16:00:00,Highway,Rain,Dry,Car,Minor,2,7,Low
e535c0d2,2024-01-19 17:00:00,Highway,Rain,Icy,Bicycle,Fatal,1,9,High
1c510e80,2024-01-19 18:00:00,Industrial Area,Rain,Icy,Car,Minor,3,8,Moderate
0358bd35,2024-01-19 19:00:00,Residential Zone,Snow,Wet,Bicycle,Fatal,2,5,High
6bf8cb43,2024-01-19 20:00:00,Highway,Rain,Icy,Truck,Minor,4,7,High
28daf23c,2024-01-19 21:00:00,Downtown,Fog,Under Construction,Car,Minor,3,5,Moderate
95de5640,2024-01-19 22:00:00,Highway,Rain,Icy,Bus,Fatal,4,7,High
954e1731,2024-01-19 23:00:00,Suburbs,Clear,Under Construction,Truck,Minor,1,3,Moderate
16297dac,2024-01-20 00:00:00,Residential Zone,Storm,Wet,Car,Severe,4,4,Moderate
9972b79a,2024-01-20 01:00:00,Highway,Clear,Wet,Car,Minor,4,2,Moderate
15534bee,2024-01-20 02:00:00,Downtown,Clear,Under Construction,Truck,Fatal,1,4,Low
380489ee,2024-01-20 03:00:00,Highway,Rain,Icy,Truck,Fatal,4,9,Low
50d161e8,2024-01-20 04:00:00,Downtown,Storm,Under Construction,Car,Severe,1,4,Low
3f91ec4a,2024-01-20 05:00:00,Highway,Storm,Under Construction,Motorcycle,Moderate,2,9,Moderate
1d073cf9,2024-01-20 06:00:00,Industrial Area,Clear,Under Construction,Motorcycle,Fatal,3,3,Low
7a7cdeb9,2024-01-20 07:00:00,Suburbs,Snow,Wet,Motorcycle,Minor,3,3,Low
552ea975,2024-01-20 08:00:00,Highway,Clear,Dry,Motorcycle,Severe,2,0,Moderate
031681e2,2024-01-20 09:00:00,Industrial Area,Fog,Wet,Bus,Severe,1,9,Moderate
6affda54,2024-01-20 10:00:00,Industrial Area,Fog,Wet,Bicycle,Severe,4,0,Low
43da59a4,2024-01-20 11:00:00,Industrial Area,Snow,Wet,Motorcycle,Severe,2,2,High
4706c141,2024-01-20 12:00:00,Industrial Area,Clear,Dry,Bicycle,Moderate,3,0,High
7f143b9c,2024-01-20 13:00:00,Downtown,Snow,Dry,Truck,Moderate,1,8,Moderate
17171439,2024-01-20 14:00:00,Residential Zone,Storm,Under Construction,Motorcycle,Minor,4,4,Moderate
0eb1d3ac,2024-01-20 15:00:00,Highway,Storm,Under Construction,Bus,Moderate,4,4,Moderate
8e33e069,2024-01-20 16:00:00,Suburbs,Fog,Under Construction,Truck,Moderate,1,5,Low
027748ce,2024-01-20 17:00:00,Highway,Rain,Under Construction,Car,Moderate,2,2,Moderate
c896c421,2024-01-20 18:00:00,Industrial Area,Storm,Under Construction,Truck,Fatal,1,4,Low
c567a61d,2024-01-20 19:00:00,Suburbs,Rain,Icy,Bicycle,Moderate,3,8,Low
5725eb46,2024-01-20 20:00:00,Highway,Clear,Dry,Motorcycle,Minor,4,9,Moderate
3a27250d,2024-01-20 21:00:00,Industrial Area,Storm,Icy,Motorcycle,Fatal,3,8,High
f8cb7429,2024-01-20 22:00:00,Suburbs,Fog,Dry,Motorcycle,Fatal,1,6,Low
f4398ba6,2024-01-20 23:00:00,Residential Zone,Snow,Under Construction,Bicycle,Moderate,2,7,Low
25b7c106,2024-01-21 00:00:00,Residential Zone,Fog,Under Construction,Bicycle,Fatal,2,8,Low
fb56a40b,2024-01-21 01:00:00,Downtown,Rain,Icy,Bicycle,Severe,3,6,Moderate
2a1ec7ce,2024-01-21 02:00:00,Residential Zone,Snow,Wet,Truck,Minor,1,3,Low
9c3bd89c,2024-01-21 03:00:00,Residential Zone,Snow,Wet,Car,Severe,2,1,Low
04d837e8,2024-01-21 04:00:00,Downtown,Fog,Icy,Bicycle,Fatal,1,1,Moderate
755388a2,2024-01-21 05:00:00,Residential Zone,Storm,Under Construction,Truck,Minor,2,6,Moderate
15a93f48,2024-01-21 06:00:00,Downtown,Snow,Icy,Bus,Severe,1,7,High
ba391b3d,2024-01-21 07:00:00,Suburbs,Snow,Under Construction,Truck,Moderate,2,8,High
6ace9b24,2024-01-21 08:00:00,Downtown,Fog,Wet,Truck,Minor,1,6,Moderate
e4327afe,2024-01-21 09:00:00,Highway,Clear,Wet,Motorcycle,Severe,2,5,Low
27879eb3,2024-01-21 10:00:00,Industrial Area,Fog,Under Construction,Truck,Severe,2,1,Moderate
c1a9cb98,2024-01-21 11:00:00,Highway,Clear,Icy,Bicycle,Fatal,4,7,Moderate
f4e7681a,2024-01-21 12:00:00,Downtown,Snow,Under Construction,Motorcycle,Minor,1,4,Moderate
ea6acf54,2024-01-21 13:00:00,Highway,Fog,Wet,Bicycle,Severe,2,2,High
ce32c546,2024-01-21 14:00:00,Residential Zone,Storm,Dry,Truck,Minor,1,9,High
388593ce,2024-01-21 15:00:00,Highway,Clear,Wet,Car,Minor,2,8,Moderate
5fc2c6b2,2024-01-21 16:00:00,Downtown,Rain,Dry,Truck,Minor,4,4,Moderate
66760599,2024-01-21 17:00:00,Suburbs,Clear,Under Construction,Motorcycle,Minor,1,4,High
96ff21c3,2024-01-21 18:00:00,Downtown,Rain,Icy,Truck,Severe,1,4,Low
fdab3033,2024-01-21 19:00:00,Residential Zone,Clear,Icy,Motorcycle,Minor,2,6,High
76b3060f,2024-01-21 20:00:00,Suburbs,Storm,Icy,Car,Severe,4,7,High
e169cec5,2024-01-21 21:00:00,Downtown,Rain,Wet,Truck,Fatal,3,3,Moderate
4f17fb04,2024-01-21 22:00:00,Residential Zone,Rain,Wet,Car,Severe,1,4,Moderate
20795cac,2024-01-21 23:00:00,Residential Zone,Fog,Dry,Truck,Moderate,3,8,High
022cd4d2,2024-01-22 00:00:00,Downtown,Storm,Under Construction,Bicycle,Fatal,2,6,Moderate
19b5f45f,2024-01-22 01:00:00,Downtown,Storm,Wet,Bicycle,Moderate,1,3,Moderate
d9af08f4,2024-01-22 02:00:00,Industrial Area,Fog,Under Construction,Truck,Minor,3,0,Moderate
5efd8adb,2024-01-22 03:00:00,Industrial Area,Snow,Icy,Motorcycle,Severe,1,1,Moderate
46680a46,2024-01-22 04:00:00,Downtown,Storm,Dry,Bicycle,Fatal,3,9,High
68808c31,2024-01-22 05:00:00,Highway,Snow,Dry,Bus,Severe,3,1,Low
6f79b52d,2024-01-22 06:00:00,Industrial Area,Snow,Wet,Motorcycle,Moderate,1,7,Low
acb0f9f2,2024-01-22 07:00:00,Suburbs,Fog,Wet,Motorcycle,Fatal,3,8,Moderate
424a3424,2024-01-22 08:00:00,Downtown,Clear,Wet,Bicycle,Moderate,1,2,High
968f96ad,2024-01-22 09:00:00,Downtown,Fog,Dry,Car,Moderate,4,8,Low
e2e70f25,2024-01-22 10:00:00,Downtown,Storm,Icy,Bus,Minor,1,3,High
2dfbf993,2024-01-22 11:00:00,Residential Zone,Storm,Under Construction,Bicycle,Fatal,3,0,Moderate
9c2e84f8,2024-01-22 12:00:00,Industrial Area,Fog,Wet,Bus,Fatal,4,4,Moderate
ad880639,2024-01-22 13:00:00,Highway,Fog,Under Construction,Car,Severe,2,5,Low
de8719be,2024-01-22 14:00:00,Suburbs,Fog,Wet,Bus,Minor,4,9,Moderate
fb90c26b,2024-01-22 15:00:00,Highway,Rain,Wet,Truck,Fatal,1,2,Moderate
5dae0e9b,2024-01-22 16:00:00,Residential Zone,Rain,Icy,Bicycle,Fatal,4,3,Low
1e863c37,2024-01-22 17:00:00,Residential Zone,Snow,Dry,Truck,Fatal,1,4,High
a5f4ec9b,2024-01-22 18:00:00,Industrial Area,Clear,Dry,Truck,Fatal,3,4,Moderate
27928367,2024-01-22 19:00:00,Industrial Area,Snow,Wet,Motorcycle,Severe,1,3,Moderate
0f6e4224,2024-01-22 20:00:00,Residential Zone,Clear,Under Construction,Motorcycle,Minor,2,8,Low
80fed0c2,2024-01-22 21:00:00,Suburbs,Storm,Dry,Motorcycle,Minor,3,3,High
fa8acf1b,2024-01-22 22:00:00,Highway,Snow,Icy,Motorcycle,Fatal,3,5,High
71ac27f7,2024-01-22 23:00:00,Residential Zone,Storm,Wet,Motorcycle,Minor,4,3,Low
da77ea0a,2024-01-23 00:00:00,Suburbs,Snow,Icy,Motorcycle,Moderate,3,8,High
770823f2,2024-01-23 01:00:00,Suburbs,Clear,Under Construction,Truck,Minor,1,8,Low
6e2a9fa9,2024-01-23 02:00:00,Industrial Area,Rain,Under Construction,Bicycle,Minor,4,5,High
288735af,2024-01-23 03:00:00,Suburbs,Rain,Wet,Truck,Moderate,2,9,Low
dbdaf728,2024-01-23 04:00:00,Suburbs,Rain,Dry,Car,Severe,2,5,High
99b7fc35,2024-01-23 05:00:00,Industrial Area,Clear,Wet,Motorcycle,Fatal,3,8,Low
af9dae13,2024-01-23 06:00:00,Downtown,Fog,Icy,Truck,Minor,1,4,Low
fce1ac65,2024-01-23 07:00:00,Suburbs,Fog,Under Construction,Car,Fatal,2,9,Moderate
014c913a,2024-01-23 08:00:00,Residential Zone,Clear,Icy,Bus,Moderate,3,2,Moderate
8fb24e0d,2024-01-23 09:00:00,Suburbs,Storm,Icy,Bus,Fatal,1,9,Moderate
d0cd6e72,2024-01-23 10:00:00,Suburbs,Clear,Dry,Car,Severe,2,8,Low
62ad10b3,2024-01-23 11:00:00,Residential Zone,Storm,Dry,Motorcycle,Moderate,4,8,Moderate
cfd1bde5,2024-01-23 12:00:00,Highway,Storm,Icy,Car,Fatal,2,3,Moderate
926989da,2024-01-23 13:00:00,Residential Zone,Snow,Icy,Car,Moderate,3,3,High
6e1ad4cf,2024-01-23 14:00:00,Downtown,Clear,Dry,Car,Minor,4,2,Low
e762485c,2024-01-23 15:00:00,Residential Zone,Fog,Icy,Motorcycle,Severe,3,4,Low
be97eb80,2024-01-23 16:00:00,Downtown,Storm,Under Construction,Car,Minor,2,2,High
7b91b338,2024-01-23 17:00:00,Residential Zone,Rain,Dry,Bicycle,Minor,4,7,Low
91ea545a,2024-01-23 18:00:00,Industrial Area,Storm,Under Construction,Bicycle,Minor,2,7,Low
00c73ec3,2024-01-23 19:00:00,Industrial Area,Clear,Wet,Car,Severe,4,8,Moderate
e1812c3b,2024-01-23 20:00:00,Industrial Area,Fog,Icy,Car,Moderate,1,8,Low
61d772bc,2024-01-23 21:00:00,Industrial Area,Storm,Wet,Motorcycle,Fatal,4,7,Moderate
